scoringHeartsHistoryId,songName,artistName,requestNo,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,cdmCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoTray,requestNoChapter,totalScore,fadeout,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,radarChartHearing,spare1,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,timing,longtoneSkill,longtoneCount,vibratoSkill,vibratoType,vibratoTotalSecond,vibratoCount,accentCount,hammeringOnCount,pullingOffCount,edgeVoiceCount,hiccupCount,flydownCount,hearingType,scoreType,hearingPoint,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,nationalAverageHearing,spare2,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,maxTotalPoints,scoringDateTime,hearingGraphPtSection01,hearingGraphPtSection02,hearingGraphPtSection03,hearingGraphPtSection04,hearingGraphPtSection05,hearingGraphPtSection06,hearingGraphPtSection07,hearingGraphPtSection08,hearingGraphPtSection09,hearingGraphPtSection10,hearingGraphPtSection11,hearingGraphPtSection12,hearingGraphPtSection13,hearingGraphPtSection14,hearingGraphPtSection15,hearingGraphPtSection16,hearingGraphPtSection17,hearingGraphPtSection18,hearingGraphPtSection19,hearingGraphPtSection20,hearingGraphPtSection21,hearingGraphPtSection22,hearingGraphPtSection23,hearingGraphPtSection24,hearingGraphHtSection01,hearingGraphHtSection02,hearingGraphHtSection03,hearingGraphHtSection04,hearingGraphHtSection05,hearingGraphHtSection06,hearingGraphHtSection07,hearingGraphHtSection08,hearingGraphHtSection09,hearingGraphHtSection10,hearingGraphHtSection11,hearingGraphHtSection12,hearingGraphHtSection13,hearingGraphHtSection14,hearingGraphHtSection15,hearingGraphHtSection16,hearingGraphHtSection17,hearingGraphHtSection18,hearingGraphHtSection19,hearingGraphHtSection20,hearingGraphHtSection21,hearingGraphHtSection22,hearingGraphHtSection23,hearingGraphHtSection24,hearingGraphIxSection01,hearingGraphIxSection02,hearingGraphIxSection03,hearingGraphIxSection04,hearingGraphIxSection05,hearingGraphIxSection06,hearingGraphIxSection07,hearingGraphIxSection08,hearingGraphIxSection09,hearingGraphIxSection10,hearingGraphIxSection11,hearingGraphIxSection12,hearingGraphIxSection13,hearingGraphIxSection14,hearingGraphIxSection15,hearingGraphIxSection16,hearingGraphIxSection17,hearingGraphIxSection18,hearingGraphIxSection19,hearingGraphIxSection20,hearingGraphIxSection21,hearingGraphIxSection22,hearingGraphIxSection23,hearingGraphIxSection24,rankingRank,rankingRankAll,medalKind,intonationType,intonationScore,favorite
"16642","NOISY LOVE POWER☆","大橋彩香","4420-18","BA009520","A00001",,,,"0080000941764296","1",,"0","4420","18","91915","0","2951","87","79","76","93","95","73","0","75","58","75","58","87","22","9","0","4","8","16","7","1","91","22","16","0","0","0","0","0","18","0","1257","85188","82","76","69","81","95","66","0","93","82","0","85","85","85","89","92","0","91","91","91","86","87","90","90","78","0","82","84","88","97","89","86","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","91915","20250621105055","20","60","0","30","25","25","20","50","0","30","20","10","40","40","40","30","30","0","15","10","50","25","10","35","000000","190000","000000","190000","000000","190000","000000","190000","000000","000000","000000","130000","000000","000000","130000","000000","000000","000000","130000","000000","000000","130000","000000","000000","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","1","5","3","0","0","0"
"16643","[生音]アゲハ蝶","ポルノグラフィティ","6167-62","BA009520","A00001",,,,"0080000941764296","1",,"0","6167","62","90087","0","2122","87","74","67","87","98","63","0","68","55","68","55","89","21","0","1","5","7","11","6","10","104","23","6","0","0","0","7","0","13","0","1919","87523","84","73","67","80","97","64","0","85","86","0","0","88","88","82","87","83","0","0","93","90","90","88","85","0","0","0","0","87","87","85","79","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","90087","20250621105629","35","35","0","0","40","30","20","10","23","0","0","26","25","10","45","20","0","0","0","0","10","5","23","30","000000","190000","000000","000000","130000","000000","000000","130000","130000","000000","000000","130000","000000","130000","000000","130000","000000","000000","000000","000000","000000","130000","190000","130000","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","69","360","3","0","0","0"
"16646","奏(かなで)","スキマスイッチ","5025-04","BA009520","A00001",,,,"0080000941764296","1",,"0","5025","04","93514","0","3391","89","64","89","88","99","87","0","70","50","70","50","99","22","27","2","5","7","13","6","13","147","36","19","1","1","0","8","4","13","0","1493","91900","87","76","84","88","98","82","0","81","95","92","100","86","95","84","90","97","91","90","100","0","0","0","79","89","89","85","89","88","87","100","0","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","93514","20250621110304","30","45","20","35","50","30","30","70","55","20","33","0","0","0","0","65","50","60","30","40","35","10","10","0","000000","010000","000000","130000","000000","130000","000000","010000","000000","000000","130000","000000","000000","000000","000000","130000","000000","130000","000000","130000","130000","000000","000000","000000","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","679","2014","3","0","0","0"
"16647","君という神話","やなぎなぎ","1057-48","BA009520","A00001",,,,"0080000941764296","1",,"0","1057","48","92155","0","4513","88","75","79","90","99","75","0","73","54","73","54","91","8","3","0","5","7","12","7","1","139","33","17","0","0","0","0","4","13","0","1792","87828","82","76","74","81","98","72","0","85","80","90","91","94","89","87","84","85","78","89","97","97","82","0","0","85","87","90","92","95","86","86","82","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","92155","20250621110826","10","30","25","20","15","26","20","30","15","35","25","20","35","40","0","0","15","15","35","15","20","50","15","25","000000","010000","000000","130000","000000","250000","000000","250000","000000","190000","000000","130000","000000","010000","000000","000000","000000","130000","130000","000000","130000","000000","000000","130000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","3","14","3","0","0","0"
"16650","365日の紙飛行機","AKB48","6043-72","BA009520","A00001",,,,"0080000941764296","1",,"0","6043","72","94062","0","3501","92","80","85","94","95","78","0","72","59","72","59","85","18","20","1","4","9","15","8","13","371","82","19","0","0","0","0","0","15","0","1631","89737","86","73","75","86","97","69","0","89","87","89","91","100","89","84","89","94","0","96","86","95","93","95","96","90","0","0","92","88","96","88","96","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","94062","20250621111346","35","40","30","35","30","40","35","15","45","0","20","40","35","25","20","45","25","0","0","35","40","30","20","36","000000","130000","000000","010000","130000","000000","190000","000000","250000","000000","000000","130000","000000","010000","000000","250000","000000","000000","000000","250000","000000","190000","000000","130000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","28","266","3","0","0","0"
"16653","I beg you","Aimer(エメ)","3914-78","BA009520","A00001",,,,"0080000941764296","1",,"0","3914","78","94151","0","1152","89","83","86","93","95","80","0","75","58","75","58","86","28","19","0","4","9","14","6","10","140","40","17","0","1","0","0","0","18","0","1259","89575","84","75","78","86","94","74","0","79","92","88","92","93","95","79","87","89","88","86","90","90","93","91","0","89","82","97","93","91","100","89","95","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","94151","20250621112035","10","15","30","40","30","45","35","25","25","50","45","40","33","20","35","0","10","60","50","23","20","25","30","27","000000","000000","250000","190000","000000","130000","000000","190000","000000","000000","190000","000000","130000","190000","130000","000000","000000","000000","000000","130000","000000","130000","130000","190000","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","19","165","3","0","0","0"
"16656","栄光の架橋","ゆず","6736-34","BA009520","A00001",,,,"0080000941764296","1",,"0","6736","34","92477","0","1131","87","71","82","90","99","81","0","69","47","69","47","87","13","22","0","5","8","38","7","5","194","48","16","1","0","0","6","3","13","0","1440","91471","85","76","85","89","99","83","0","82","90","91","89","86","87","83","95","79","90","96","84","85","80","87","81","0","0","91","81","87","85","89","84","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","92477","20250621112912","30","45","30","40","35","50","30","20","35","25","40","10","20","30","35","20","0","0","30","30","30","35","25","30","000000","010000","000000","000000","130000","000000","000000","010000","130000","000000","130000","000000","130000","000000","010000","000000","000000","000000","130000","000000","000000","130000","000000","130000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","376","888","3","0","0","0"
"16657","星が降るユメ","藍井エイル","3521-75","BA009520","A00001",,,,"0080000941764296","1",,"0","3521","75","92563","0","3471","89","79","81","91","98","72","0","76","55","76","57","90","14","16","1","5","9","9","6","1","53","13","12","0","0","0","0","0","18","0","1412","89270","85","77","71","84","95","67","0","85","89","93","82","91","88","92","83","92","87","100","88","86","85","90","0","0","88","93","91","84","92","91","100","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","94580","20250621113356","40","20","50","15","10","40","15","20","30","30","20","20","25","10","30","0","0","0","60","15","10","25","50","30","000000","000000","000000","190000","000000","000000","130000","000000","000000","010000","000000","000000","130000","000000","000000","000000","000000","000000","190000","000000","000000","250000","000000","190000","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","7","31","3","0","0","0"
"16660","星が降るユメ","藍井エイル","3521-75","BA009520","A00001",,,,"0080000941764296","1",,"0","3521","75","94353","0","4331","91","85","80","89","98","74","0","76","55","76","57","91","7","20","0","5","8","11","6","2","66","16","17","1","0","0","0","0","13","0","1041","89270","85","77","71","84","95","67","0","94","89","97","86","85","88","100","91","83","94","96","85","92","90","96","0","0","95","90","91","87","88","97","100","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","94580","20250621114102","10","10","60","15","10","30","35","30","20","40","15","40","15","20","35","0","0","0","50","35","20","25","10","30","000000","000000","000000","130000","000000","000000","250000","000000","000000","010000","000000","000000","130000","000000","000000","000000","000000","000000","130000","000000","000000","130000","000000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","3","31","3","0","0","0"
"16662","恋するフォーチュンクッキー","AKB48","6572-52","BA009520","A00001",,,,"0080000941764296","1",,"0","6572","52","92847","0","2221","90","74","83","89","92","76","0","73","57","73","57","84","36","8","0","3","7","4","7","12","212","56","25","0","1","0","0","0","19","0","2361","87497","83","73","74","79","94","68","0","97","93","84","93","97","89","91","86","94","91","82","89","91","89","89","88","91","87","0","88","84","91","90","95","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","B'10","B'10","B'10","94290","20250621114700","10","40","15","40","45","50","30","40","40","10","25","10","40","45","30","35","40","25","0","60","45","35","36","25","000000","130000","000000","000000","190000","190000","130000","000000","190000","000000","190000","000000","190000","000000","190000","190000","000000","190000","000000","000000","190000","000000","130000","190000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","B'10","B'10","B'10","6","126","3","0","0","0"
"16664","雫","スキマスイッチ","5025-99","BA009520","A00001",,,,"0080000941764296","1",,"0","5025","99","93934","0","3612","90","77","82","94","99","78","0","68","52","68","52","90","9","30","1","5","9","5","7","10","204","50","17","0","0","0","1","3","3","0","1432","88955","85","71","75","80","98","72","0","94","89","0","0","100","100","93","85","86","91","93","82","87","0","83","83","91","100","96","93","85","80","82","86","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","93934","20250621115046","60","35","0","0","60","50","40","50","30","35","40","50","35","0","50","60","30","30","40","30","20","40","60","45","000000","000000","000000","000000","010000","000000","000000","130000","000000","000000","130000","000000","010000","000000","000000","000000","130000","000000","000000","190000","000000","000000","010000","000000","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","13","206","3","0","0","0"
"16665","君が代","国歌","5525-01","BA009520","A00001",,,,"0080000941764296","1",,"0","5525","01","91763","0","3612","97","68","60","92","97","61","0","62","48","62","48","82","0","3","0","6","9","24","7","10","133","32","3","0","0","0","0","0","7","0","1662","91251","93","77","65","89","92","64","0","100","100","100","100","100","100","100","77","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'01","91763","20250621115353","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","50","0","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","000000","070000","000000","000000","000000","000000","000000","000000","000000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'01","172","467","3","0","0","0"
"16668","晩餐歌","tuki.","5476-97","BA009520","A00001",,,,"0080000941764296","1",,"0","5476","97","88740","0","1151","84","74","64","93","94","61","0","78","56","77","56","81","7","8","1","4","9","2","7","10","95","21","5","0","0","0","0","0","25","0","2548","86958","83","66","70","74","97","67","0","83","84","81","83","82","85","91","73","0","82","83","85","84","83","81","93","85","89","85","88","84","83","81","86","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","89198","20250621115957","10","15","5","10","10","10","20","30","0","5","20","5","10","10","15","10","15","10","35","15","30","30","30","30","000000","000000","250000","000000","250000","000000","000000","190000","000000","000000","000000","250000","000000","250000","000000","250000","000000","130000","000000","010000","000000","130000","000000","000000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","393","1378","4","0","0","0"
"16670","ふゆびより","佐々木恵梨","4400-73","BA009520","A00001",,,,"0080000941764296","1",,"0","4400","73","91436","0","3151","91","68","76","86","96","68","0","76","57","76","61","92","2","13","0","6","6","22","7","13","82","20","11","4","0","0","0","3","13","0","1933","91946","89","82","78","88","97","74","0","81","100","91","91","90","93","92","0","91","84","94","94","93","94","86","0","0","100","78","89","85","100","85","88","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","94390","20250621120556","40","35","10","50","20","15","40","0","40","25","35","20","20","60","30","0","0","30","30","20","40","20","20","25","000000","130000","000000","000000","000000","130000","000000","000000","130000","000000","000000","250000","000000","130000","000000","000000","000000","000000","130000","000000","000000","000000","250000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","28","46","3","0","0","0"
"16672","ふゆびより","佐々木恵梨","4400-73","BA009520","A00001",,,,"0080000941764296","1",,"0","4400","73","93736","0","4341","95","81","75","92","95","73","0","76","57","76","57","85","7","16","0","4","8","14","7","10","167","43","19","0","0","0","0","0","13","0","2554","91946","89","82","78","88","97","74","0","94","91","100","100","98","100","92","0","87","97","100","94","100","100","90","0","0","93","94","90","100","100","95","91","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","94390","20250621121104","30","20","40","40","30","60","30","0","50","30","25","50","30","40","40","0","0","50","30","60","40","40","50","35","000000","000000","130000","000000","000000","010000","000000","000000","000000","130000","000000","130000","000000","000000","130000","000000","000000","000000","000000","130000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","22","46","3","0","0","0"
"16675","ふゆびより","佐々木恵梨","4400-73","BA009520","A00001",,,,"0080000941764296","1",,"0","4400","73","95959","0","4721","92","88","84","94","99","81","0","76","57","76","57","91","11","34","3","5","9","14","8","1","189","39","20","0","0","0","0","0","4","0","1118","91946","89","82","78","88","97","74","0","82","91","80","100","100","86","91","0","100","86","100","94","100","94","100","0","0","90","83","90","88","93","100","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","95959","20250621121617","20","35","20","70","40","55","60","0","50","30","30","50","50","70","40","0","0","50","50","30","40","50","40","55","000000","000000","130000","000000","000000","010000","190000","000000","000000","000000","130000","000000","010000","000000","010000","000000","000000","000000","000000","000000","190000","000000","000000","190000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","17","46","2","0","0","0"
"16676","Palette","常闇トワ","1260-87","BA009520","A00001",,,,"0080000941764296","1",,"0","1260","87","94228","0","3413","91","78","78","93","99","81","0","76","54","76","54","89","6","31","0","5","9","9","6","13","135","38","12","0","0","0","0","1","4","0","1113","90078","86","72","72","87","99","72","0","87","96","89","81","84","85","100","0","0","90","100","92","92","92","91","0","83","87","92","85","93","100","94","81","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94526","20250621122102","20","50","40","50","40","35","60","0","0","40","50","20","25","30","30","0","10","20","20","70","40","70","25","40","000000","000000","010000","000000","000000","190000","000000","010000","000000","000000","000000","010000","000000","000000","010000","000000","000000","000000","130000","000000","000000","190000","000000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","7","80","3","0","0","0"
"16678","夢をかなえてドラえもん","mao","2906-87","BA009520","A00001",,,,"0080000941764296","1",,"0","2906","87","91314","0","642","87","75","82","86","98","76","0","72","57","72","57","84","10","46","0","5","6","9","7","10","91","25","17","0","1","0","0","0","18","0","1234","89294","85","74","76","82","95","74","0","74","91","84","100","94","89","87","84","0","85","88","88","87","97","87","93","87","0","0","83","89","89","83","88","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","91314","20250621122538","5","20","40","50","40","20","40","50","0","15","20","40","40","50","25","40","20","0","0","40","50","30","30","70","000000","000000","250000","000000","000000","000000","010000","000000","000000","190000","000000","130000","000000","130000","000000","130000","000000","000000","000000","000000","130000","000000","190000","000000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","28","75","3","0","0","0"
"16679","ラピスラズリ","藍井エイル","3521-24","BA009520","A00001",,,,"0080000941764296","1",,"0","3521","24","93166","0","2842","89","70","88","90","96","82","0","75","58","75","58","87","24","26","2","4","8","5","7","10","169","41","19","0","0","0","0","0","19","0","1123","88676","84","73","75","84","96","70","0","84","98","0","92","95","90","91","92","82","84","89","88","82","89","88","0","0","84","85","85","93","91","94","93","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","93166","20250621123034","35","20","0","36","30","30","40","30","80","30","25","35","50","40","60","0","0","50","45","35","40","60","20","40","000000","190000","000000","000000","130000","000000","190000","000000","010000","000000","000000","190000","000000","010000","000000","190000","000000","000000","000000","190000","190000","000000","130000","000000","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","26","182","3","0","0","0"
"16681","葵橋","さユり","5235-82","BA009520","A00001",,,,"0080000941764296","1",,"+1","5235","82","94408","0","3471","89","85","83","94","96","78","0","77","55","77","55","92","8","23","4","4","9","7","8","10","76","18","17","0","0","0","0","0","3","0","1087","91553","88","73","73","90","93","70","0","100","95","94","84","89","95","93","87","96","84","82","93","93","89","85","85","85","92","91","80","86","90","90","91","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94667","20250621123648","10","30","10","50","20","20","25","30","60","60","50","70","30","20","10","15","40","20","50","50","40","30","10","30","000000","000000","000000","000000","250000","000000","000000","010000","000000","000000","010000","000000","000000","190000","000000","250000","000000","000000","000000","130000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","2","4","3","0","0","0"
"16682","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","1025-65","BA009520","A00001",,,,"0080000941764296","1",,"0","1025","65","93719","0","3931","90","86","77","94","98","67","0","68","57","68","57","88","28","14","0","5","10","1","7","4","59","13","10","0","0","0","0","0","19","0","1902","86460","83","70","66","64","96","64","0","84","87","90","93","83","89","96","97","0","0","88","87","100","88","84","88","84","86","88","97","89","96","94","94","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","93719","20250621124014","0","50","20","20","30","10","50","30","0","0","40","50","40","50","10","20","20","50","10","30","40","30","0","20","000000","190000","000000","000000","000000","000000","000000","190000","000000","000000","190000","190000","000000","000000","000000","190000","000000","000000","000000","190000","000000","190000","000000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","1","20","3","0","0","0"
"16684","なないろびより","nano.RIPE","3160-29","BA009520","A00001",,,,"0080000941764296","1",,"0","3160","29","92523","0","3932","87","76","83","95","97","80","0","75","54","75","54","87","18","17","0","4","9","13","7","1","152","36","17","0","0","0","0","0","18","0","1102","87185","83","74","68","85","93","65","0","87","94","84","100","88","90","86","91","0","85","94","86","0","0","0","100","83","85","84","86","93","78","87","84","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","92523","20250621124557","50","30","40","0","40","20","40","50","0","30","20","20","0","0","0","50","40","70","45","50","70","60","40","45","000000","000000","190000","000000","000000","000000","010000","000000","000000","000000","130000","000000","000000","000000","000000","000000","130000","000000","010000","000000","000000","190000","000000","130000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","5","36","3","0","0","0"
